time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,roadmap_invoice_qty_pct_change_roll_mean,roadmap_invoice_qty_pct_change_realised_volatility,roadmap_invoice_qty_pct_change_ngtv_realised_volatility,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2020-02-01,CHINA,C Series-23.8-Mainstream,1.0,-97.5,2967.8718883873694,3065.3718883873694,-3065.3718883873694,30895277.51316536,30850683.243146036,30812108.50157271,30778740.74632514,30749877.115751095,30724909.623519935,30703312.351939224,30684630.373973135,30668470.170614988,30654491.341764495,30642399.43600683,30631939.748259302
2020-03-01,CHINA,C Series-23.8-Mainstream,199.0,19800.0,3569.0193209449635,16230.980679055036,-16230.980679055036,50967832.291320026,50967832.28918375,50967832.28811305,50967832.28757642,50967832.287307456,50967832.28717265,50967832.28710509,50967832.28707123,50967832.287054256,50967832.28704575,50967832.287041485,50967832.287039354
2020-04-01,CHINA,C Series-23.8-Mainstream,281.0,41.20603015075377,3447.3705867796457,3406.164556628892,-3406.164556628892,47832194.68092431,47832172.880257994,47832157.82375973,47832147.425080314,47832140.243295304,47832135.28323895,47832131.85760604,47832129.491713405,47832127.85772397,47832126.729219064,47832125.949823976,47832125.41153947
2020-05-01,CHINA,C Series-23.8-Mainstream,320.0,13.879003558718871,3332.9208673389485,3319.0418637802295,-3319.0418637802295,57656785.870688796,57656785.8712845,57656785.8715841,57656785.871734776,57656785.871810555,57656785.871848665,57656785.87186783,57656785.87187747,57656785.87188232,57656785.871884756,57656785.871885985,57656785.871886596
2020-06-01,CHINA,C Series-23.8-Mainstream,240.0,-25.0,3224.6008393602724,3249.6008393602724,-3249.6008393602724,56026905.32818185,56026905.32833406,56026905.328410536,56026905.32844895,56026905.32846825,56026905.32847795,56026905.32848282,56026905.328485265,56026905.3284865,56026905.32848712,56026905.328487426,56026905.32848758
2020-07-01,CHINA,C Series-23.8-Mainstream,561.0,133.75,3128.011750630264,2994.261750630264,-2994.261750630264,54488625.4565327,54488625.45653838,54488625.456541225,54488625.456542656,54488625.45654337,54488625.456543736,54488625.45654392,54488625.45654401,54488625.45654406,54488625.45654408,54488625.45654409,54488625.456544094
2020-08-01,CHINA,C Series-23.8-Mainstream,240.0,-57.2192513368984,3031.4895990555015,3088.7088503923997,-3088.7088503923997,53038223.31931305,53038223.31928578,53038223.3192721,53038223.31926525,53038223.319261804,53038223.319260076,53038223.31925921,53038223.31925878,53038223.31925856,53038223.31925845,53038223.3192584,53038223.31925838
2020-09-01,CHINA,C Series-23.8-Mainstream,564.0,135.0,2946.2987284950455,2811.2987284950455,-2811.2987284950455,51629221.217690706,51629221.21767333,51629221.21766463,51629221.21766026,51629221.21765808,51629221.217656985,51629221.21765643,51629221.217656165,51629221.217656024,51629221.21765596,51629221.21765592,51629221.2176559
2020-10-01,CHINA,C Series-23.8-Mainstream,560.0,-0.7092198581560294,2862.0985013992395,2862.8077212573953,-2862.8077212573953,50328218.49615039,50328218.49613388,50328218.496125616,50328218.49612148,50328218.49611941,50328218.49611837,50328218.496117845,50328218.49611759,50328218.49611746,50328218.4961174,50328218.49611737,50328218.49611735
2020-11-01,CHINA,C Series-23.8-Mainstream,920.0,64.28571428571428,2784.381479534975,2720.0957652492607,-2720.0957652492607,49056046.334656015,49056046.33465094,49056046.3346484,49056046.334647134,49056046.33464649,49056046.33464618,49056046.33464602,49056046.33464594,49056046.3346459,49056046.33464588,49056046.33464587,49056046.33464587
