time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2019-07-01,PA,M6,200.0,-66.66666666666667,856748.5419155783,856748.541933161,856748.5419421177,856748.5419466803,856748.5419490044,856748.5419501883,856748.5419507915,856748.5419510987,856748.5419512552,856748.541951335,856748.5419513755,856748.5419513963
2019-08-01,PA,M6,300.0,50.0,842989.8270959025,842989.8271030684,842989.827106712,842989.8271085648,842989.8271095068,842989.8271099858,842989.8271102293,842989.8271103532,842989.8271104161,842989.8271104482,842989.8271104645,842989.8271104727
2019-09-01,PA,M6,0.0,-100.0,822435.3151080445,822435.3151116245,822435.3151134432,822435.315114367,822435.3151148364,822435.3151150749,822435.3151151959,822435.3151152574,822435.3151152887,822435.3151153047,822435.3151153127,822435.3151153168
2019-10-01,PA,M6,0.0,0.0,799637.4338166537,799637.4338177094,799637.4338182452,799637.433818517,799637.433818655,799637.4338187249,799637.4338187606,799637.4338187786,799637.4338187878,799637.4338187925,799637.4338187948,799637.433818796
2019-11-01,PA,M6,0.0,0.0,781961.2093352908,781961.2093360126,781961.2093363786,781961.2093365642,781961.2093366584,781961.2093367061,781961.2093367303,781961.2093367425,781961.2093367488,781961.209336752,781961.2093367536,781961.2093367544
2019-12-01,PA,M6,2.0,2400.0,762344.5891428015,762344.5891429104,762344.5891429657,762344.5891429938,762344.589143008,762344.5891430152,762344.5891430188,762344.5891430206,762344.5891430215,762344.589143022,762344.5891430222,762344.5891430223
2020-01-01,PA,M6,50.0,2400.0,743662.7879164356,743662.7879164513,743662.7879164594,743662.7879164633,743662.7879164654,743662.7879164664,743662.7879164668,743662.7879164671,743662.7879164673,743662.7879164673,743662.7879164673,743662.7879164673
2020-02-01,PA,M6,100.0,100.0,838981.3239568393,838981.3239569494,838981.3239570053,838981.3239570336,838981.3239570479,838981.3239570551,838981.3239570588,838981.3239570607,838981.3239570616,838981.3239570621,838981.3239570623,838981.3239570626
2020-03-01,PA,M6,50.0,-50.0,922683.737590696,922683.737590797,922683.7375908484,922683.7375908744,922683.7375908876,922683.7375908943,922683.7375908978,922683.7375908995,922683.7375909004,922683.7375909009,922683.7375909011,922683.7375909012
2020-04-01,PA,M6,100.0,100.0,901074.5044628307,901074.5044628743,901074.5044628963,901074.5044629074,901074.5044629131,901074.5044629159,901074.5044629173,901074.5044629182,901074.5044629185,901074.5044629187,901074.5044629188,901074.504462919
